DEP_ARR,AIRLINE_IATA,FLIGHT_ID,TO_FROM,INT_DOM_SCHENGEN,GATE_STAND,CANCELLED,SOBT_SIBT,ATOT_ALDT,AOBT_AIBT,WEEKDAY,DELAY
ARRIVAL,SK,SK246,BGO,D,175,,2016-03-01T08:55:00,2016-03-01T08:54:00,2016-03-01T08:55:00,1,0.0
ARRIVAL,SK,SK4008,SVG,D,176,,2016-03-01T08:55:00,2016-03-01T08:46:00,2016-03-01T08:49:00,1,-6.0
DEPARTURE,SK,SK4755,FRA,S,E8,,2016-03-01T08:55:00,2016-03-01T09:04:00,2016-03-01T08:56:00,1,1.0
DEPARTURE,WF,WF145,SOG,D,A25,,2016-03-01T08:55:00,2016-03-01T08:55:00,2016-03-01T08:50:00,1,-5.0
ARRIVAL,BT,BT151,RIX,S,93,,2016-03-01T09:00:00,2016-03-01T08:49:00,2016-03-01T08:53:00,1,-7.0
DEPARTURE,DY,DY1740,BCN,S,E19,,2016-03-01T09:00:00,2016-03-01T09:23:00,2016-03-01T09:11:00,1,11.0
DEPARTURE,DY,DY3222,CPH,S,E10,,2016-03-01T09:00:00,2016-03-01T09:22:00,2016-03-01T09:04:00,1,4.0
DEPARTURE,DY,DY330,BDU,D,B2,,2016-03-01T09:00:00,2016-03-01T09:25:00,2016-03-01T09:00:00,1,0.0
DEPARTURE,DY,DY340,BOO,D,A20,,2016-03-01T09:00:00,2016-03-01T09:04:00,2016-03-01T08:55:00,1,-5.0
DEPARTURE,DY,DY526,SVG,D,A10,,2016-03-01T09:00:00,2016-03-01T09:17:00,2016-03-01T08:58:00,1,-2.0
ARRIVAL,EZ,BA8265,BLL,S,182,,2016-03-01T09:00:00,2016-03-01T08:58:00,2016-03-01T09:03:00,1,3.0
DEPARTURE,SK,SK336,TRD,D,A6,,2016-03-01T09:00:00,2016-03-01T09:06:00,2016-03-01T08:58:00,1,-2.0
DEPARTURE,SK,SK4613,ABZ,I,F18,,2016-03-01T09:00:00,2016-03-01T09:14:00,2016-03-01T09:04:00,1,4.0
ARRIVAL,WF,WF325,GOT,S,80,,2016-03-01T09:00:00,2016-03-01T08:52:00,2016-03-01T08:57:00,1,-3.0
ARRIVAL,DY,DY525,SVG,D,42,,2016-03-01T09:05:00,2016-03-01T09:31:00,2016-03-01T09:36:00,1,31.0
DEPARTURE,EZ,BA8270,AAR,S,E4,,2016-03-01T09:05:00,2016-03-01T09:12:00,2016-03-01T08:58:00,1,-7.0
DEPARTURE,SK,SK4015,SVG,D,A4,,2016-03-01T09:05:00,2016-03-01T09:13:00,2016-03-01T09:02:00,1,-3.0
DEPARTURE,DY,DY1976,BEG,I,F28,,2016-03-01T09:10:00,2016-03-01T09:50:00,2016-03-01T09:38:00,1,28.0
ARRIVAL,EZ,BA8273,AAL,S,95,,2016-03-01T09:10:00,2016-03-01T09:23:00,2016-03-01T09:25:00,1,15.0
DEPARTURE,SK,SK255,BGO,D,A24,,2016-03-01T09:10:00,2016-03-01T09:24:00,2016-03-01T09:16:00,1,6.0
DEPARTURE,DY,DY310,KKN,D,A14,,2016-03-01T09:15:00,2016-03-01T09:26:00,2016-03-01T09:16:00,1,1.0
DEPARTURE,EW,EW4193,HAM,S,E5,,2016-03-01T09:15:00,2016-03-01T09:32:00,2016-03-01T09:08:00,1,-7.0
DEPARTURE,JP,JP7134,TLL,S,E7,,2016-03-01T09:15:00,2016-03-01T09:18:00,2016-03-01T09:08:00,1,-7.0
DEPARTURE,SK,SK455,CPH,S,E12,,2016-03-01T09:15:00,2016-03-01T09:26:00,2016-03-01T09:16:00,1,1.0
ARRIVAL,6F,6F789,MMX,S,89,,2016-03-01T09:20:00,2016-03-01T10:00:00,2016-03-01T10:04:00,1,44.0
DEPARTURE,DY,DY320,ALF,D,A12,,2016-03-01T09:20:00,2016-03-01T09:27:00,2016-03-01T09:19:00,1,-1.0
DEPARTURE,SK,SK211,KRS,D,A21,,2016-03-01T09:20:00,2016-03-01T09:31:00,2016-03-01T09:21:00,1,1.0
ARRIVAL,SK,SK345,TRD,D,39,,2016-03-01T09:20:00,2016-03-01T09:10:00,2016-03-01T09:15:00,1,-5.0
ARRIVAL,SK,SK4010,SVG,D,22,,2016-03-01T09:20:00,2016-03-01T09:16:00,2016-03-01T09:19:00,1,-1.0
DEPARTURE,SK,SK864,ARN,S,E9,,2016-03-01T09:20:00,2016-03-01T09:54:00,2016-03-01T09:45:00,1,25.0
ARRIVAL,DY,DY609,BGO,D,53,,2016-03-01T09:25:00,2016-03-01T09:05:00,2016-03-01T09:08:00,1,-17.0
ARRIVAL,DY,DY749,TRD,D,44,,2016-03-01T09:25:00,2016-03-01T09:15:00,2016-03-01T09:19:00,1,-6.0
ARRIVAL,M3,M3941,VDB,D,184,,2016-03-01T09:25:00,2016-03-01T09:08:00,2016-03-01T09:10:00,1,-15.0
ARRIVAL,SK,SK1462,CPH,S,48,,2016-03-01T09:25:00,2016-03-01T09:26:00,2016-03-01T09:30:00,1,5.0
ARRIVAL,SK,SK248,BGO,D,26,,2016-03-01T09:25:00,2016-03-01T09:32:00,2016-03-01T09:34:00,1,9.0
DEPARTURE,BT,BT152,RIX,S,E6,,2016-03-01T09:30:00,2016-03-01T09:40:00,2016-03-01T09:30:00,1,0.0
DEPARTURE,DY,DY1502,PRG,S,E15,,2016-03-01T09:30:00,2016-03-01T09:37:00,2016-03-01T09:27:00,1,-3.0
DEPARTURE,EZ,BA8266,BLL,S,E3,,2016-03-01T09:30:00,2016-03-01T09:35:00,2016-03-01T09:25:00,1,-5.0
DEPARTURE,KL,KL1142,AMS,S,E16,,2016-03-01T09:30:00,2016-03-01T09:42:00,2016-03-01T09:30:00,1,0.0
DEPARTURE,LH,LH859,FRA,S,E11,,2016-03-01T09:30:00,2016-03-01T09:39:00,2016-03-01T09:26:00,1,-4.0
DEPARTURE,QR,QR180,DOH,I,F21,,2016-03-01T09:30:00,2016-03-01T09:52:00,2016-03-01T09:21:00,1,-9.0
ARRIVAL,SK,SK847,ARN,S,47,,2016-03-01T09:35:00,2016-03-01T09:34:00,2016-03-01T09:36:00,1,1.0
DEPARTURE,DY,DY1040,KRK,S,E12,,2016-03-01T09:40:00,2016-03-01T10:32:00,2016-03-01T10:21:00,1,41.0
DEPARTURE,EZ,BA8274,AAL,S,E4,,2016-03-01T09:40:00,2016-03-01T09:57:00,2016-03-01T09:52:00,1,12.0
ARRIVAL,SK,SK210,KRS,D,173,C,2016-03-01T09:40:00,,,1,inf
DEPARTURE,SK,SK2418,TLL,S,E13,,2016-03-01T09:40:00,2016-03-01T09:48:00,2016-03-01T09:35:00,1,-5.0
DEPARTURE,SK,SK1469,CPH,S,E11,,2016-03-01T13:30:00,2016-03-01T14:00:00,2016-03-01T13:44:00,1,14.0
ARRIVAL,SK,SK359,TRD,D,13,,2016-03-01T13:30:00,2016-03-01T13:19:00,2016-03-01T13:21:00,1,-9.0
ARRIVAL,SK,SK804,LHR,I,49,,2016-03-01T13:30:00,2016-03-01T13:34:00,2016-03-01T13:36:00,1,6.0
DEPARTURE,TG,TG955,BKK,I,F20,,2016-03-01T13:30:00,2016-03-01T13:46:00,2016-03-01T13:33:00,1,3.0
ARRIVAL,SK,SK830,CDG,S,43,,2016-03-01T13:35:00,2016-03-01T13:22:00,2016-03-01T13:24:00,1,-11.0
DEPARTURE,EK,EK160,DXB,I,F16,,2016-03-01T13:40:00,2016-03-01T14:02:00,2016-03-01T13:37:00,1,-3.0
ARRIVAL,SK,SK4473,KKN,D,22,,2016-03-01T13:40:00,2016-03-01T13:31:00,2016-03-01T13:33:00,1,-7.0
ARRIVAL,BA,BA764,LHR,I,50,,2016-03-01T13:45:00,2016-03-01T13:44:00,2016-03-01T13:48:00,1,3.0
ARRIVAL,SK,SK4830,HAM,S,47,,2016-03-01T13:45:00,2016-03-01T13:39:00,2016-03-01T13:42:00,1,-3.0
DEPARTURE,DY,DY940,CPH,S,E4,,2016-03-01T13:50:00,2016-03-01T14:04:00,2016-03-01T13:44:00,1,-6.0
ARRIVAL,SK,SK4022,SVG,D,177,,2016-03-01T13:50:00,2016-03-01T13:42:00,2016-03-01T13:44:00,1,-6.0
ARRIVAL,DY,DY321,ALF,D,15,,2016-03-01T13:55:00,2016-03-01T13:46:00,2016-03-01T13:48:00,1,-7.0
ARRIVAL,DY,DY1503,PRG,S,16,,2016-03-01T14:00:00,2016-03-01T14:03:00,2016-03-01T14:05:00,1,5.0
DEPARTURE,SK,SK312,HAU,D,B1,,2016-03-01T14:00:00,2016-03-01T14:18:00,2016-03-01T14:00:00,1,0.0
ARRIVAL,SK,SK4756,FRA,S,48,,2016-03-01T14:00:00,2016-03-01T14:10:00,2016-03-01T14:13:00,1,13.0
ARRIVAL,TP,TP762,LIS,S,42,,2016-03-01T14:00:00,2016-03-01T13:37:00,2016-03-01T13:43:00,1,-17.0
ARRIVAL,WF,WF176,HOV,D,3,,2016-03-01T14:00:00,2016-03-01T14:00:00,2016-03-01T14:04:00,1,4.0
DEPARTURE,FI,FI319,KEF,S,E7,,2016-03-01T14:05:00,2016-03-01T14:25:00,2016-03-01T14:08:00,1,3.0
DEPARTURE,SK,SK350,TRD,D,B3,,2016-03-01T14:05:00,2016-03-01T14:17:00,2016-03-01T14:16:00,1,11.0
DEPARTURE,DY,DY1802,AGP,S,E9,,2016-03-01T14:10:00,2016-03-01T14:23:00,2016-03-01T14:10:00,1,0.0
ARRIVAL,DY,DY311,KKN,D,26,,2016-03-01T14:10:00,2016-03-01T13:56:00,2016-03-01T14:01:00,1,-9.0
ARRIVAL,SK,SK4111,BOO,D,173,,2016-03-01T14:10:00,2016-03-01T14:02:00,2016-03-01T14:04:00,1,-6.0
ARRIVAL,DY,DY1041,KRK,S,40,,2016-03-01T14:15:00,2016-03-01T15:09:00,2016-03-01T15:16:00,1,61.0
ARRIVAL,DY,DY623,BGO,D,14,,2016-03-01T14:25:00,2016-03-01T14:08:00,2016-03-01T14:10:00,1,-15.0
DEPARTURE,SK,SK2706,HEL,S,E19,,2016-03-01T14:25:00,2016-03-01T14:36:00,2016-03-01T14:21:00,1,-4.0
DEPARTURE,DY,DY534,SVG,D,A10,,2016-03-01T14:30:00,2016-03-01T14:41:00,2016-03-01T14:22:00,1,-8.0
ARRIVAL,DY,DY813,ARN,S,11,,2016-03-01T14:30:00,2016-03-01T14:17:00,2016-03-01T14:19:00,1,-11.0
DEPARTURE,SK,SK215,KRS,D,A22,,2016-03-01T14:30:00,2016-03-01T14:48:00,2016-03-01T14:32:00,1,2.0
ARRIVAL,DY,DY1355,EDI,I,175,,2016-03-01T14:35:00,2016-03-01T14:20:00,2016-03-01T14:22:00,1,-13.0
DEPARTURE,SK,SK4027,SVG,D,A19,,2016-03-01T14:35:00,2016-03-01T14:53:00,2016-03-01T14:34:00,1,-1.0
DEPARTURE,BA,BA765,LHR,I,F20,,2016-03-01T14:40:00,2016-03-01T14:59:00,2016-03-01T14:36:00,1,-4.0
ARRIVAL,DY,DY1087,PLQ,S,24,,2016-03-01T14:40:00,2016-03-01T14:22:00,2016-03-01T14:25:00,1,-15.0
ARRIVAL,LH,LH862,FRA,S,38,,2016-03-01T14:40:00,2016-03-01T14:51:00,2016-03-01T14:57:00,1,17.0
DEPARTURE,WF,WF177,HOV,D,A27,,2016-03-01T14:40:00,2016-03-01T14:51:00,2016-03-01T14:45:00,1,5.0
ARRIVAL,DY,DY1791,ALC,S,42,,2016-03-01T14:45:00,2016-03-01T15:05:00,2016-03-01T15:08:00,1,23.0
DEPARTURE,DY,DY334,BDU,D,A15,,2016-03-01T14:45:00,2016-03-01T15:01:00,2016-03-01T14:38:00,1,-7.0
DEPARTURE,SK,SK269,BGO,D,B2,,2016-03-01T14:45:00,2016-03-01T15:03:00,2016-03-01T14:44:00,1,-1.0
DEPARTURE,TP,TP769,LIS,S,E12,,2016-03-01T14:45:00,2016-03-01T14:50:00,2016-03-01T14:40:00,1,-5.0
ARRIVAL,WF,WF192,FDE,D,2,,2016-03-01T14:45:00,2016-03-01T14:47:00,2016-03-01T14:51:00,1,6.0
DEPARTURE,DY,DY756,TRD,D,A14,,2016-03-01T14:50:00,2016-03-01T14:56:00,2016-03-01T14:48:00,1,-2.0
ARRIVAL,SK,SK495,ARN,S,41,,2016-03-01T14:50:00,2016-03-01T14:45:00,2016-03-01T14:49:00,1,-1.0
ARRIVAL,DY,DY1073,RIX,S,46,,2016-03-01T14:55:00,2016-03-01T14:40:00,2016-03-01T14:43:00,1,-12.0
DEPARTURE,QR,QR176,DOH,I,F21,,2016-03-01T14:55:00,2016-03-01T15:17:00,2016-03-01T14:52:00,1,-3.0
ARRIVAL,SK,SK268,BGO,D,20,,2016-03-01T14:55:00,2016-03-01T15:07:00,2016-03-01T15:09:00,1,14.0
DEPARTURE,SK,SK354,TRD,D,A12,,2016-03-01T14:55:00,2016-03-01T15:08:00,2016-03-01T15:01:00,1,6.0
ARRIVAL,SK,SK4724,TXL,S,172,,2016-03-01T14:55:00,2016-03-01T14:49:00,2016-03-01T14:51:00,1,-4.0
ARRIVAL,DY,DY1083,VNO,S,176,,2016-03-01T15:00:00,2016-03-01T14:54:00,2016-03-01T14:55:00,1,-5.0
ARRIVAL,DY,DY1363,DUB,I,47,,2016-03-01T15:00:00,2016-03-01T14:52:00,2016-03-01T14:58:00,1,-2.0
ARRIVAL,WF,WF147,SOG,D,7,,2016-03-01T15:00:00,2016-03-01T14:56:00,2016-03-01T15:00:00,1,0.0
DEPARTURE,DY,DY410,AES,D,A4,,2016-03-01T15:05:00,2016-03-01T15:07:00,2016-03-01T14:58:00,1,-7.0
DEPARTURE,SK,SK809,LHR,I,F18,,2016-03-01T15:05:00,2016-03-01T15:10:00,2016-03-01T15:04:00,1,-1.0
DEPARTURE,DY,DY378,TOS,D,A21,,2016-03-01T15:10:00,2016-03-01T15:26:00,2016-03-01T15:09:00,1,-1.0
DEPARTURE,SK,SK1471,CPH,S,E14,,2016-03-01T15:10:00,2016-03-01T15:15:00,2016-03-01T15:09:00,1,-1.0
ARRIVAL,SK,SK361,TRD,D,15,,2016-03-01T15:10:00,2016-03-01T15:03:00,2016-03-01T15:05:00,1,-5.0
ARRIVAL,DY,DY1021,WAW,S,183,,2016-03-01T15:15:00,2016-03-01T15:54:00,2016-03-01T15:58:00,1,43.0
DEPARTURE,SK,SK1322,AES,D,A8,,2016-03-01T15:15:00,2016-03-01T15:28:00,2016-03-01T15:11:00,1,-4.0
DEPARTURE,SK,SK4031,SVG,D,A24,,2016-03-01T15:15:00,2016-03-01T15:19:00,2016-03-01T15:07:00,1,-8.0
ARRIVAL,WF,WF055,RRS,D,3,,2016-03-01T15:15:00,2016-03-01T15:01:00,2016-03-01T15:03:00,1,-12.0
DEPARTURE,WF,WF191,FDE,D,A26,,2016-03-01T15:15:00,2016-03-01T15:20:00,2016-03-01T15:11:00,1,-4.0
DEPARTURE,DY,DY536,SVG,D,B4,,2016-03-01T15:20:00,2016-03-01T15:34:00,2016-03-01T15:17:00,1,-3.0
ARRIVAL,SK,SK1321,AES,D,39,,2016-03-01T15:20:00,2016-03-01T15:19:00,2016-03-01T15:25:00,1,5.0
ARRIVAL,SK,SK2306,KSU,D,16,,2016-03-01T15:20:00,2016-03-01T14:58:00,2016-03-01T14:59:00,1,-21.0
ARRIVAL,SK,SK4024,SVG,D,26,,2016-03-01T15:20:00,2016-03-01T15:13:00,2016-03-01T15:15:00,1,-5.0
DEPARTURE,SK,SK496,ARN,S,E11,,2016-03-01T15:20:00,2016-03-01T15:40:00,2016-03-01T15:24:00,1,4.0
ARRIVAL,SK,SK867,ARN,S,13,,2016-03-01T15:20:00,2016-03-01T15:16:00,2016-03-01T15:18:00,1,-2.0
DEPARTURE,DY,DY1782,FAO,S,E10,,2016-03-01T15:25:00,2016-03-01T16:27:00,2016-03-01T16:15:00,1,50.0
ARRIVAL,WF,WF329,GOT,S,80,,2016-03-01T15:25:00,2016-03-01T15:24:00,2016-03-01T15:27:00,1,2.0
ARRIVAL,DY,DY1977,BEG,I,46,,2016-03-01T15:30:00,2016-03-01T15:47:00,2016-03-01T15:54:00,1,24.0
DEPARTURE,SK,SK271,BGO,D,,C,2016-03-01T15:30:00,,,1,inf
ARRIVAL,SK,SK842,ZRH,S,10,,2016-03-01T15:30:00,2016-03-01T15:56:00,2016-03-01T15:58:00,1,28.0
DEPARTURE,SK,SK4116,BOO,D,A10,,2016-03-01T15:35:00,2016-03-01T15:54:00,2016-03-01T15:37:00,1,2.0
ARRIVAL,SK,SK458,CPH,S,44,,2016-03-01T15:35:00,2016-03-01T15:33:00,2016-03-01T15:37:00,1,2.0
ARRIVAL,WF,WF135,FRO,D,2,,2016-03-01T15:35:00,2016-03-01T15:22:00,2016-03-01T15:25:00,1,-10.0
ARRIVAL,AF,AF1374,CDG,S,41,,2016-03-01T15:40:00,2016-03-01T15:45:00,2016-03-01T15:51:00,1,11.0
DEPARTURE,DY,DY618,BGO,D,A6,,2016-03-01T15:40:00,2016-03-01T15:58:00,2016-03-01T15:42:00,1,2.0
DEPARTURE,DY,DY758,TRD,D,A20,,2016-03-01T15:40:00,2016-03-01T15:41:00,2016-03-01T15:31:00,1,-9.0
DEPARTURE,SK,SK362,TRD,D,A19,,2016-03-01T15:40:00,2016-03-01T16:01:00,2016-03-01T15:48:00,1,8.0
DEPARTURE,WF,WF126,FRO,D,A27,,2016-03-01T15:45:00,2016-03-01T16:42:00,2016-03-01T16:32:00,1,47.0
DEPARTURE,SK,SK4094,EVE,D,A14,,2016-03-01T15:50:00,2016-03-01T16:01:00,2016-03-01T15:53:00,1,3.0
DEPARTURE,SK,SK4524,MOL,D,A4,,2016-03-01T15:50:00,2016-03-01T15:59:00,2016-03-01T15:46:00,1,-4.0
ARRIVAL,BA,BA766,LHR,I,49,,2016-03-01T15:55:00,2016-03-01T15:52:00,2016-03-01T16:00:00,1,5.0
ARRIVAL,DY,DY625,BGO,D,22,,2016-03-01T15:55:00,2016-03-01T15:37:00,2016-03-01T15:39:00,1,-16.0
ARRIVAL,DY,DY761,TRD,D,20,,2016-03-01T15:55:00,2016-03-01T15:44:00,2016-03-01T15:46:00,1,-9.0
ARRIVAL,SK,SK4417,TOS,D,14,,2016-03-01T15:55:00,2016-03-01T15:58:00,2016-03-01T16:00:00,1,5.0
ARRIVAL,DY,DY1105,SXF,S,42,,2016-03-01T16:00:00,2016-03-01T16:14:00,2016-03-01T16:24:00,1,24.0
DEPARTURE,DY,DY430,MOL,D,B3,,2016-03-01T16:00:00,2016-03-01T16:16:00,2016-03-01T16:01:00,1,1.0
DEPARTURE,M3,M3942,VDB,D,A16,,2016-03-01T16:00:00,2016-03-01T16:03:00,2016-03-01T15:58:00,1,-2.0
DEPARTURE,SK,SK4035,SVG,D,B1,,2016-03-01T16:00:00,2016-03-01T16:03:00,2016-03-01T15:56:00,1,-4.0
DEPARTURE,SK,SK882,ARN,S,REM,C,2016-03-01T16:00:00,,,1,inf
DEPARTURE,WF,WF149,HOV,D,A26,,2016-03-01T16:05:00,2016-03-01T16:10:00,2016-03-01T16:04:00,1,-1.0
ARRIVAL,DY,DY1263,AYT,I,175,,2016-03-01T16:10:00,2016-03-01T16:35:00,2016-03-01T16:37:00,1,27.0
ARRIVAL,DY,DY1551,BUD,S,24,,2016-03-01T16:10:00,2016-03-01T16:19:00,2016-03-01T16:21:00,1,11.0
ARRIVAL,DY,DY7202,BKK,I,51,,2016-03-01T16:10:00,2016-03-01T15:50:00,2016-03-01T16:00:00,1,-10.0
ARRIVAL,SK,SK315,HAU,D,48,,2016-03-01T16:10:00,2016-03-01T16:23:00,2016-03-01T16:27:00,1,17.0
